method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
lcamap,1,15,69,10,10.0,1.0,0.0,0.048219
segdup,1,15,69,15,15,1,0,95.290815
insider,1,15,69,15,15.0,1.0,0.0,0.074295
fastmultrec_greedy,1,15,69,15,15.0,1.0,0.0,0.269023
lcamap,1,15,69,15,15.0,1.0,0.0,0.049818
segdup,1,15,69,20,20,1,0,88.615982
insider,1,15,69,20,20.0,1.0,0.0,0.074250
fastmultrec_greedy,1,15,69,20,20.0,1.0,0.0,0.263792
lcamap,1,15,69,20,20.0,1.0,0.0,0.049344
segdup,1,15,69,25,25,1,0,90.758619
insider,1,15,69,25,25.0,1.0,0.0,0.073913
fastmultrec_greedy,1,15,69,25,25.0,1.0,0.0,0.267427
lcamap,1,15,69,25,25.0,1.0,0.0,0.048356
segdup,1,15,69,5,5,1,0,160.577073
insider,1,15,69,5,5.0,1.0,0.0,0.073560
fastmultrec_greedy,1,15,69,5,5.0,1.0,0.0,0.268641
lcamap,1,15,69,5,5.0,1.0,0.0,0.050388
segdup,1,8,69,10,760,61,150,84.066288
insider,1,8,69,10,757.0,58.0,177.0,0.214501
fastmultrec_greedy,1,8,69,10,760.0,61.0,150.0,0.211206
lcamap,1,8,69,10,760.0,61.0,150.0,0.033418
segdup,1,8,69,15,1059,60,159,80.293860
insider,1,8,69,15,1034.0,52.0,254.0,0.431371
fastmultrec_greedy,1,8,69,15,1065.0,61.0,150.0,0.204605
lcamap,1,8,69,15,1065.0,61.0,150.0,0.032061
segdup,1,8,69,20,1363,60,163,80.410608
insider,1,8,69,20,1285.0,49.0,305.0,1.115551
fastmultrec_greedy,1,8,69,20,1370.0,61.0,150.0,0.206763
lcamap,1,8,69,20,1370.0,61.0,150.0,0.033569
segdup,1,8,69,25,1675,61,150,79.488236
insider,1,8,69,25,1527.0,48.0,327.0,3.409934
fastmultrec_greedy,1,8,69,25,1675.0,61.0,150.0,0.208078
lcamap,1,8,69,25,1675.0,61.0,150.0,0.033470
segdup,1,8,69,5,455,61,150,87.095471
insider,1,8,69,5,455.0,61.0,150.0,0.102748
fastmultrec_greedy,1,8,69,5,455.0,61.0,150.0,0.205637
lcamap,1,8,69,5,455.0,61.0,150.0,0.032276
segdup,1,9,69,10,111,9,21,109.619723
insider,1,9,69,10,111.0,9.0,21.0,0.069677
fastmultrec_greedy,1,9,69,10,111.0,9.0,21.0,0.238789
lcamap,1,9,69,10,111.0,9.0,21.0,0.035384
segdup,1,9,69,15,156,9,21,90.951123
insider,1,9,69,15,156.0,9.0,21.0,0.074764
fastmultrec_greedy,1,9,69,15,156.0,9.0,21.0,0.238371
lcamap,1,9,69,15,156.0,9.0,21.0,0.035273
segdup,1,9,69,20,201,9,21,87.333189
insider,1,9,69,20,201.0,9.0,21.0,0.083278
fastmultrec_greedy,1,9,69,20,201.0,9.0,21.0,0.237621
lcamap,1,9,69,20,201.0,9.0,21.0,0.035474
segdup,1,9,69,25,246,9,21,92.581696
insider,1,9,69,25,246.0,9.0,21.0,0.105793
fastmultrec_greedy,1,9,69,25,246.0,9.0,21.0,0.231776
lcamap,1,9,69,25,246.0,9.0,21.0,0.035553
segdup,1,9,69,5,66,9,21,112.792544
insider,1,9,69,5,66.0,9.0,21.0,0.065228
fastmultrec_greedy,1,9,69,5,66.0,9.0,21.0,0.238125
lcamap,1,9,69,5,66.0,9.0,21.0,0.036059
segdup,2,10,69,10,61,6,1,132.618027
insider,2,10,69,10,61.0,6.0,1.0,0.111777
fastmultrec_greedy,2,10,69,10,61.0,6.0,1.0,0.408124
lcamap,2,10,69,10,61.0,6.0,1.0,0.069861
segdup,2,10,69,15,91,6,1,90.648102
insider,2,10,69,15,91.0,6.0,1.0,0.114443
fastmultrec_greedy,2,10,69,15,91.0,6.0,1.0,0.398039
lcamap,2,10,69,15,91.0,6.0,1.0,0.065000
segdup,2,10,69,20,121,6,1,88.462311
insider,2,10,69,20,121.0,6.0,1.0,0.118438
fastmultrec_greedy,2,10,69,20,121.0,6.0,1.0,0.404007
lcamap,2,10,69,20,121.0,6.0,1.0,0.066516
segdup,2,10,69,25,151,6,1,89.085293
insider,2,10,69,25,151.0,6.0,1.0,0.124113
fastmultrec_greedy,2,10,69,25,151.0,6.0,1.0,0.410170
lcamap,2,10,69,25,151.0,6.0,1.0,0.066051
segdup,2,10,69,5,31,6,1,150.486272
insider,2,10,69,5,31.0,6.0,1.0,0.108174
fastmultrec_greedy,2,10,69,5,31.0,6.0,1.0,0.408598
lcamap,2,10,69,5,31.0,6.0,1.0,0.065001
segdup,2,11,69,10,20,2,0,138.685122
insider,2,11,69,10,20.0,2.0,0.0,0.150784
fastmultrec_greedy,2,11,69,10,20.0,2.0,0.0,0.626551
lcamap,2,11,69,10,20.0,2.0,0.0,0.098362
segdup,2,11,69,15,30,2,0,222.284361
insider,2,11,69,15,30.0,2.0,0.0,0.149988
fastmultrec_greedy,2,11,69,15,30.0,2.0,0.0,0.625011
lcamap,2,11,69,15,30.0,2.0,0.0,0.092654
segdup,2,11,69,20,40,2,0,217.339689
insider,2,11,69,20,40.0,2.0,0.0,0.148731
fastmultrec_greedy,2,11,69,20,40.0,2.0,0.0,0.611295
lcamap,2,11,69,20,40.0,2.0,0.0,0.092451
segdup,2,11,69,25,50,2,0,140.051123
insider,2,11,69,25,50.0,2.0,0.0,0.150526
fastmultrec_greedy,2,11,69,25,50.0,2.0,0.0,0.628762
lcamap,2,11,69,25,50.0,2.0,0.0,0.092742
segdup,2,11,69,5,10,2,0,269.659452
insider,2,11,69,5,10.0,2.0,0.0,0.152046
fastmultrec_greedy,2,11,69,5,10.0,2.0,0.0,0.615965
lcamap,2,11,69,5,10.0,2.0,0.0,0.093022
segdup,2,15,69,10,20,2,0,136.873815
insider,2,15,69,10,20.0,2.0,0.0,0.084068
fastmultrec_greedy,2,15,69,10,20.0,2.0,0.0,0.309091
lcamap,2,15,69,10,20.0,2.0,0.0,0.047991
segdup,2,15,69,15,30,2,0,69.378439
insider,2,15,69,15,30.0,2.0,0.0,0.084512
fastmultrec_greedy,2,15,69,15,30.0,2.0,0.0,0.309286
lcamap,2,15,69,15,30.0,2.0,0.0,0.047823
segdup,2,15,69,20,40,2,0,69.057601
insider,2,15,69,20,40.0,2.0,0.0,0.085126
fastmultrec_greedy,2,15,69,20,40.0,2.0,0.0,0.300555
lcamap,2,15,69,20,40.0,2.0,0.0,0.047041
segdup,2,15,69,25,50,2,0,68.589629
insider,2,15,69,25,50.0,2.0,0.0,0.085457
fastmultrec_greedy,2,15,69,25,50.0,2.0,0.0,0.305329
lcamap,2,15,69,25,50.0,2.0,0.0,0.049565
segdup,2,15,69,5,10,2,0,163.466811
insider,2,15,69,5,10.0,2.0,0.0,0.084858
fastmultrec_greedy,2,15,69,5,10.0,2.0,0.0,0.304859
lcamap,2,15,69,5,10.0,2.0,0.0,0.046894
segdup,2,8,69,10,994,77,224,171.478806
insider,2,8,69,10,982.0,74.0,242.0,0.376329
fastmultrec_greedy,2,8,69,10,994.0,77.0,224.0,0.484440
lcamap,2,8,69,10,994.0,77.0,224.0,0.084023
segdup,2,8,69,15,1379,77,224,165.663889
insider,2,8,69,15,1349.0,72.0,269.0,1.278076
fastmultrec_greedy,2,8,69,15,1379.0,77.0,224.0,0.494086
lcamap,2,8,69,15,1379.0,77.0,224.0,0.083038
segdup,2,8,69,20,1764,77,224,166.046304
insider,2,8,69,20,1701.0,68.0,341.0,3.443894
fastmultrec_greedy,2,8,69,20,1764.0,77.0,224.0,0.490881
lcamap,2,8,69,20,1764.0,77.0,224.0,0.079944
segdup,2,8,69,25,2149,77,224,159.153718
insider,2,8,69,25,2031.0,63.0,456.0,28.519902
fastmultrec_greedy,2,8,69,25,2149.0,77.0,224.0,0.478606
lcamap,2,8,69,25,2149.0,77.0,224.0,0.078596
segdup,2,8,69,5,609,77,224,179.247598
insider,2,8,69,5,609.0,77.0,224.0,0.219711
fastmultrec_greedy,2,8,69,5,609.0,77.0,224.0,0.478070
lcamap,2,8,69,5,609.0,77.0,224.0,0.081219
segdup,2,9,69,10,346,31,36,161.977196
insider,2,9,69,10,345.0,30.0,45.0,0.247566
fastmultrec_greedy,2,9,69,10,346.0,31.0,36.0,0.456283
lcamap,2,9,69,10,346.0,31.0,36.0,0.076984
segdup,2,9,69,15,501,31,36,155.030196
insider,2,9,69,15,495.0,30.0,45.0,0.479879
fastmultrec_greedy,2,9,69,15,501.0,31.0,36.0,0.447249
lcamap,2,9,69,15,501.0,31.0,36.0,0.079067
segdup,2,9,69,20,656,31,36,145.871969
insider,2,9,69,20,640.0,29.0,60.0,1.196810
fastmultrec_greedy,2,9,69,20,656.0,31.0,36.0,0.448709
lcamap,2,9,69,20,656.0,31.0,36.0,0.077253
segdup,2,9,69,25,811,31,36,137.568518
insider,2,9,69,25,783.0,28.0,83.0,13.457167
fastmultrec_greedy,2,9,69,25,811.0,31.0,36.0,0.446620
lcamap,2,9,69,25,811.0,31.0,36.0,0.074369
segdup,2,9,69,5,191,31,36,167.960509
insider,2,9,69,5,191.0,31.0,36.0,0.168030
fastmultrec_greedy,2,9,69,5,191.0,31.0,36.0,0.465055
lcamap,2,9,69,5,191.0,31.0,36.0,0.077273
segdup,1,10,6,10,20,2,0,77.429956
insider,1,10,6,10,20.0,2.0,0.0,0.047761
fastmultrec_greedy,1,10,6,10,20.0,2.0,0.0,0.165830
lcamap,1,10,6,10,20.0,2.0,0.0,0.028882
segdup,1,10,6,15,30,2,0,68.665727
insider,1,10,6,15,30.0,2.0,0.0,0.050510
fastmultrec_greedy,1,10,6,15,30.0,2.0,0.0,0.166663
lcamap,1,10,6,15,30.0,2.0,0.0,0.029173
segdup,1,10,6,20,40,2,0,48.369124
insider,1,10,6,20,40.0,2.0,0.0,0.049427
fastmultrec_greedy,1,10,6,20,40.0,2.0,0.0,0.171568
lcamap,1,10,6,20,40.0,2.0,0.0,0.029700
segdup,1,10,6,25,50,2,0,48.298103
insider,1,10,6,25,50.0,2.0,0.0,0.050752
fastmultrec_greedy,1,10,6,25,50.0,2.0,0.0,0.163877
lcamap,1,10,6,25,50.0,2.0,0.0,0.028352
segdup,1,10,6,5,10,2,0,82.489941
insider,1,10,6,5,10.0,2.0,0.0,0.049058
fastmultrec_greedy,1,10,6,5,10.0,2.0,0.0,0.164812
lcamap,1,10,6,5,10.0,2.0,0.0,0.029222
segdup,1,11,6,10,10,1,0,53.643747
insider,1,11,6,10,10.0,1.0,0.0,0.033833
fastmultrec_greedy,1,11,6,10,10.0,1.0,0.0,0.109327
lcamap,1,11,6,10,10.0,1.0,0.0,0.017945
segdup,1,11,6,15,15,1,0,48.887923
insider,1,11,6,15,15.0,1.0,0.0,0.038580
fastmultrec_greedy,1,11,6,15,15.0,1.0,0.0,0.109063
lcamap,1,11,6,15,15.0,1.0,0.0,0.017958
segdup,1,11,6,20,20,1,0,33.290303
insider,1,11,6,20,20.0,1.0,0.0,0.032120
fastmultrec_greedy,1,11,6,20,20.0,1.0,0.0,0.109504
lcamap,1,11,6,20,20.0,1.0,0.0,0.017707
segdup,1,11,6,25,25,1,0,33.156511
insider,1,11,6,25,25.0,1.0,0.0,0.032536
fastmultrec_greedy,1,11,6,25,25.0,1.0,0.0,0.108927
lcamap,1,11,6,25,25.0,1.0,0.0,0.017500
segdup,1,11,6,5,5,1,0,57.727311
insider,1,11,6,5,5.0,1.0,0.0,0.032562
fastmultrec_greedy,1,11,6,5,5.0,1.0,0.0,0.109552
lcamap,1,11,6,5,5.0,1.0,0.0,0.017961
segdup,1,15,6,10,10,1,0,95.116201
insider,1,15,6,10,10.0,1.0,0.0,0.049493
fastmultrec_greedy,1,15,6,10,10.0,1.0,0.0,0.174444
lcamap,1,15,6,10,10.0,1.0,0.0,0.032833
segdup,1,15,6,15,15,1,0,71.051912
insider,1,15,6,15,15.0,1.0,0.0,0.048301
fastmultrec_greedy,1,15,6,15,15.0,1.0,0.0,0.176248
lcamap,1,15,6,15,15.0,1.0,0.0,0.031121
segdup,1,15,6,20,20,1,0,53.656402
insider,1,15,6,20,20.0,1.0,0.0,0.050548
fastmultrec_greedy,1,15,6,20,20.0,1.0,0.0,0.175606
lcamap,1,15,6,20,20.0,1.0,0.0,0.030303
segdup,1,15,6,25,25,1,0,53.584358
insider,1,15,6,25,25.0,1.0,0.0,0.050311
fastmultrec_greedy,1,15,6,25,25.0,1.0,0.0,0.175861
lcamap,1,15,6,25,25.0,1.0,0.0,0.030913
segdup,1,15,6,5,5,1,0,95.183326
insider,1,15,6,5,5.0,1.0,0.0,0.051636
fastmultrec_greedy,1,15,6,5,5.0,1.0,0.0,0.174346
lcamap,1,15,6,5,5.0,1.0,0.0,0.031911
segdup,1,8,6,10,992,84,152,120.686035
insider,1,8,6,10,978.0,76.0,218.0,0.473747
fastmultrec_greedy,1,8,6,10,992.0,84.0,152.0,0.348757
lcamap,1,8,6,10,992.0,84.0,152.0,0.054623
segdup,1,8,6,15,1412,84,152,116.447304
insider,1,8,6,15,1348.0,69.0,313.0,2.404856
fastmultrec_greedy,1,8,6,15,1412.0,84.0,152.0,0.346018
lcamap,1,8,6,15,1412.0,84.0,152.0,0.056755
segdup,1,8,6,20,1832,84,152,114.491070
insider,1,8,6,20,1684.0,66.0,364.0,37.296771
fastmultrec_greedy,1,8,6,20,1832.0,84.0,152.0,0.346648
lcamap,1,8,6,20,1832.0,84.0,152.0,0.058719
segdup,1,8,6,25,2252,84,152,110.560135
insider,1,8,6,25,-1,-1,-1,132.192975
fastmultrec_greedy,1,8,6,25,2252.0,84.0,152.0,0.358619
lcamap,1,8,6,25,2252.0,84.0,152.0,0.056468
segdup,1,8,6,5,572,84,152,126.478373
insider,1,8,6,5,572.0,84.0,152.0,0.169469
fastmultrec_greedy,1,8,6,5,572.0,84.0,152.0,0.341666
lcamap,1,8,6,5,572.0,84.0,152.0,0.057444
segdup,1,9,6,10,23,2,3,89.121008
insider,1,9,6,10,23.0,2.0,3.0,0.047706
fastmultrec_greedy,1,9,6,10,23.0,2.0,3.0,0.167568
lcamap,1,9,6,10,23.0,2.0,3.0,0.028988
segdup,1,9,6,15,33,2,3,53.082540
insider,1,9,6,15,33.0,2.0,3.0,0.054047
fastmultrec_greedy,1,9,6,15,33.0,2.0,3.0,0.157369
lcamap,1,9,6,15,33.0,2.0,3.0,0.028115
segdup,1,9,6,20,43,2,3,49.019511
insider,1,9,6,20,43.0,2.0,3.0,0.050483
fastmultrec_greedy,1,9,6,20,43.0,2.0,3.0,0.164196
lcamap,1,9,6,20,43.0,2.0,3.0,0.028862
segdup,1,9,6,25,53,2,3,49.973122
insider,1,9,6,25,53.0,2.0,3.0,0.051739
fastmultrec_greedy,1,9,6,25,53.0,2.0,3.0,0.160725
lcamap,1,9,6,25,53.0,2.0,3.0,0.029469
segdup,1,9,6,5,13,2,3,90.930584
insider,1,9,6,5,13.0,2.0,3.0,0.048033
fastmultrec_greedy,1,9,6,5,13.0,2.0,3.0,0.158324
lcamap,1,9,6,5,13.0,2.0,3.0,0.029196
segdup,2,10,6,10,20,2,0,111.099646
insider,2,10,6,10,20.0,2.0,0.0,0.078229
fastmultrec_greedy,2,10,6,10,20.0,2.0,0.0,0.286187
lcamap,2,10,6,10,20.0,2.0,0.0,0.046158
segdup,2,10,6,15,30,2,0,52.942431
insider,2,10,6,15,30.0,2.0,0.0,0.077830
fastmultrec_greedy,2,10,6,15,30.0,2.0,0.0,0.286182
lcamap,2,10,6,15,30.0,2.0,0.0,0.048819
segdup,2,10,6,20,40,2,0,53.534990
insider,2,10,6,20,40.0,2.0,0.0,0.079146
fastmultrec_greedy,2,10,6,20,40.0,2.0,0.0,0.284450
lcamap,2,10,6,20,40.0,2.0,0.0,0.046687
segdup,2,10,6,25,50,2,0,54.043044
insider,2,10,6,25,50.0,2.0,0.0,0.079142
fastmultrec_greedy,2,10,6,25,50.0,2.0,0.0,0.284743
lcamap,2,10,6,25,50.0,2.0,0.0,0.046535
segdup,2,10,6,5,10,2,0,125.701407
insider,2,10,6,5,10.0,2.0,0.0,0.078823
fastmultrec_greedy,2,10,6,5,10.0,2.0,0.0,0.287071
lcamap,2,10,6,5,10.0,2.0,0.0,0.046532
segdup,2,11,6,10,40,4,0,212.690634
insider,2,11,6,10,40.0,4.0,0.0,0.105477
fastmultrec_greedy,2,11,6,10,40.0,4.0,0.0,0.370940
lcamap,2,11,6,10,40.0,4.0,0.0,0.060208
segdup,2,11,6,15,60,4,0,190.295304
insider,2,11,6,15,60.0,4.0,0.0,0.105542
fastmultrec_greedy,2,11,6,15,60.0,4.0,0.0,0.371826
lcamap,2,11,6,15,60.0,4.0,0.0,0.058317
segdup,2,11,6,20,80,4,0,162.814012
insider,2,11,6,20,80.0,4.0,0.0,0.104932
fastmultrec_greedy,2,11,6,20,80.0,4.0,0.0,0.372735
lcamap,2,11,6,20,80.0,4.0,0.0,0.059349
segdup,2,11,6,25,100,4,0,133.360698
insider,2,11,6,25,100.0,4.0,0.0,0.106280
fastmultrec_greedy,2,11,6,25,100.0,4.0,0.0,0.368839
lcamap,2,11,6,25,100.0,4.0,0.0,0.058412
segdup,2,11,6,5,20,4,0,223.172102
insider,2,11,6,5,20.0,4.0,0.0,0.100742
fastmultrec_greedy,2,11,6,5,20.0,4.0,0.0,0.372958
lcamap,2,11,6,5,20.0,4.0,0.0,0.059310
segdup,2,8,6,10,318,28,38,104.834809
insider,2,8,6,10,314.0,27.0,44.0,0.160647
fastmultrec_greedy,2,8,6,10,318.0,28.0,38.0,0.261976
lcamap,2,8,6,10,318.0,28.0,38.0,0.038631
segdup,2,8,6,15,458,28,38,85.256035
insider,2,8,6,15,449.0,27.0,44.0,0.348233
fastmultrec_greedy,2,8,6,15,458.0,28.0,38.0,0.262225
lcamap,2,8,6,15,458.0,28.0,38.0,0.038360
segdup,2,8,6,20,598,28,38,70.463400
insider,2,8,6,20,584.0,27.0,44.0,1.532289
fastmultrec_greedy,2,8,6,20,598.0,28.0,38.0,0.261989
lcamap,2,8,6,20,598.0,28.0,38.0,0.038709
segdup,2,8,6,25,738,28,38,70.163553
insider,2,8,6,25,719.0,27.0,44.0,8.718506
fastmultrec_greedy,2,8,6,25,738.0,28.0,38.0,0.256057
lcamap,2,8,6,25,738.0,28.0,38.0,0.039177
segdup,2,8,6,5,178,28,38,104.670736
insider,2,8,6,5,178.0,28.0,38.0,0.103777
fastmultrec_greedy,2,8,6,5,178.0,28.0,38.0,0.257768
lcamap,2,8,6,5,178.0,28.0,38.0,0.038617
segdup,2,9,6,10,144,13,14,53.868175
insider,2,9,6,10,144.0,13.0,14.0,0.070457
fastmultrec_greedy,2,9,6,10,144.0,13.0,14.0,0.155347
lcamap,2,9,6,10,144.0,13.0,14.0,0.028151
segdup,2,9,6,15,209,13,14,43.528829
insider,2,9,6,15,209.0,13.0,14.0,0.094779
fastmultrec_greedy,2,9,6,15,209.0,13.0,14.0,0.156250
lcamap,2,9,6,15,209.0,13.0,14.0,0.028796
segdup,2,9,6,20,274,13,14,36.586381
insider,2,9,6,20,274.0,13.0,14.0,0.139130
fastmultrec_greedy,2,9,6,20,274.0,13.0,14.0,0.155814
lcamap,2,9,6,20,274.0,13.0,14.0,0.028895
segdup,2,9,6,25,339,13,14,35.404608
insider,2,9,6,25,339.0,13.0,14.0,0.323434
fastmultrec_greedy,2,9,6,25,339.0,13.0,14.0,0.154326
lcamap,2,9,6,25,339.0,13.0,14.0,0.028066
segdup,2,9,6,5,79,13,14,55.960149
insider,2,9,6,5,79.0,13.0,14.0,0.065187
fastmultrec_greedy,2,9,6,5,79.0,13.0,14.0,0.151909
lcamap,2,9,6,5,79.0,13.0,14.0,0.028276
segdup,1,10,70,10,11,1,1,141.917470
insider,1,10,70,10,11.0,1.0,1.0,0.070741
fastmultrec_greedy,1,10,70,10,11.0,1.0,1.0,0.283219
lcamap,1,10,70,10,11.0,1.0,1.0,0.045193
segdup,1,10,70,15,16,1,1,125.051929
insider,1,10,70,15,16.0,1.0,1.0,0.069623
fastmultrec_greedy,1,10,70,15,16.0,1.0,1.0,0.284016
lcamap,1,10,70,15,16.0,1.0,1.0,0.044906
segdup,1,10,70,20,21,1,1,82.445162
insider,1,10,70,20,21.0,1.0,1.0,0.069316
fastmultrec_greedy,1,10,70,20,21.0,1.0,1.0,0.279086
lcamap,1,10,70,20,21.0,1.0,1.0,0.045139
segdup,1,10,70,25,26,1,1,81.033261
insider,1,10,70,25,26.0,1.0,1.0,0.070877
fastmultrec_greedy,1,10,70,25,26.0,1.0,1.0,0.277294
lcamap,1,10,70,25,26.0,1.0,1.0,0.044582
segdup,1,10,70,5,6,1,1,145.457086
insider,1,10,70,5,6.0,1.0,1.0,0.070584
fastmultrec_greedy,1,10,70,5,6.0,1.0,1.0,0.283385
lcamap,1,10,70,5,6.0,1.0,1.0,0.044700
segdup,1,11,70,10,21,2,1,88.640347
insider,1,11,70,10,21.0,2.0,1.0,0.048154
fastmultrec_greedy,1,11,70,10,21.0,2.0,1.0,0.164703
lcamap,1,11,70,10,21.0,2.0,1.0,0.027792
segdup,1,11,70,15,31,2,1,80.125248
insider,1,11,70,15,31.0,2.0,1.0,0.048071
fastmultrec_greedy,1,11,70,15,31.0,2.0,1.0,0.159972
lcamap,1,11,70,15,31.0,2.0,1.0,0.027511
segdup,1,11,70,20,41,2,1,51.056504
insider,1,11,70,20,41.0,2.0,1.0,0.047556
fastmultrec_greedy,1,11,70,20,41.0,2.0,1.0,0.158778
lcamap,1,11,70,20,41.0,2.0,1.0,0.028274
segdup,1,11,70,25,51,2,1,51.480797
insider,1,11,70,25,51.0,2.0,1.0,0.048422
fastmultrec_greedy,1,11,70,25,51.0,2.0,1.0,0.159660
lcamap,1,11,70,25,51.0,2.0,1.0,0.027613
segdup,1,11,70,5,11,2,1,93.926552
insider,1,11,70,5,11.0,2.0,1.0,0.046773
fastmultrec_greedy,1,11,70,5,11.0,2.0,1.0,0.158320
lcamap,1,11,70,5,11.0,2.0,1.0,0.026915
segdup,1,15,70,10,10,1,0,137.830198
insider,1,15,70,10,10.0,1.0,0.0,0.082717
fastmultrec_greedy,1,15,70,10,10.0,1.0,0.0,0.360730
lcamap,1,15,70,10,10.0,1.0,0.0,0.053333
segdup,1,15,70,15,15,1,0,126.927192
insider,1,15,70,15,15.0,1.0,0.0,0.082246
fastmultrec_greedy,1,15,70,15,15.0,1.0,0.0,0.351183
lcamap,1,15,70,15,15.0,1.0,0.0,0.053107
segdup,1,15,70,20,20,1,0,89.387572
insider,1,15,70,20,20.0,1.0,0.0,0.082621
fastmultrec_greedy,1,15,70,20,20.0,1.0,0.0,0.360113
lcamap,1,15,70,20,20.0,1.0,0.0,0.055005
segdup,1,15,70,25,25,1,0,89.425064
insider,1,15,70,25,25.0,1.0,0.0,0.084459
fastmultrec_greedy,1,15,70,25,25.0,1.0,0.0,0.349572
lcamap,1,15,70,25,25.0,1.0,0.0,0.053884
segdup,1,15,70,5,5,1,0,147.282787
insider,1,15,70,5,5.0,1.0,0.0,0.077940
fastmultrec_greedy,1,15,70,5,5.0,1.0,0.0,0.340109
lcamap,1,15,70,5,5.0,1.0,0.0,0.051559
segdup,1,8,70,10,75,7,5,48.359948
insider,1,8,70,10,75.0,7.0,5.0,0.036775
fastmultrec_greedy,1,8,70,10,75.0,7.0,5.0,0.126370
lcamap,1,8,70,10,75.0,7.0,5.0,0.018579
segdup,1,8,70,15,110,7,5,33.998995
insider,1,8,70,15,110.0,7.0,5.0,0.039596
fastmultrec_greedy,1,8,70,15,110.0,7.0,5.0,0.122317
lcamap,1,8,70,15,110.0,7.0,5.0,0.018886
segdup,1,8,70,20,145,7,5,33.288547
insider,1,8,70,20,145.0,7.0,5.0,0.040871
fastmultrec_greedy,1,8,70,20,145.0,7.0,5.0,0.122335
lcamap,1,8,70,20,145.0,7.0,5.0,0.018257
segdup,1,8,70,25,180,7,5,32.027008
insider,1,8,70,25,180.0,7.0,5.0,0.048116
fastmultrec_greedy,1,8,70,25,180.0,7.0,5.0,0.121118
lcamap,1,8,70,25,180.0,7.0,5.0,0.018809
segdup,1,8,70,5,40,7,5,49.492826
insider,1,8,70,5,40.0,7.0,5.0,0.033553
fastmultrec_greedy,1,8,70,5,40.0,7.0,5.0,0.122161
lcamap,1,8,70,5,40.0,7.0,5.0,0.018133
segdup,1,9,70,10,146,14,6,62.019551
insider,1,9,70,10,146.0,14.0,6.0,0.050029
fastmultrec_greedy,1,9,70,10,146.0,14.0,6.0,0.103043
lcamap,1,9,70,10,146.0,14.0,6.0,0.018623
segdup,1,9,70,15,216,14,6,52.942227
insider,1,9,70,15,216.0,14.0,6.0,0.065178
fastmultrec_greedy,1,9,70,15,216.0,14.0,6.0,0.103991
lcamap,1,9,70,15,216.0,14.0,6.0,0.018735
segdup,1,9,70,20,286,14,6,51.607086
insider,1,9,70,20,283.0,13.0,23.0,0.098592
fastmultrec_greedy,1,9,70,20,286.0,14.0,6.0,0.101987
lcamap,1,9,70,20,286.0,14.0,6.0,0.019029
segdup,1,9,70,25,356,14,6,51.599888
insider,1,9,70,25,348.0,13.0,23.0,0.280135
fastmultrec_greedy,1,9,70,25,356.0,14.0,6.0,0.103404
lcamap,1,9,70,25,356.0,14.0,6.0,0.018254
segdup,1,9,70,5,76,14,6,63.420251
insider,1,9,70,5,76.0,14.0,6.0,0.041788
fastmultrec_greedy,1,9,70,5,76.0,14.0,6.0,0.102489
lcamap,1,9,70,5,76.0,14.0,6.0,0.019171
segdup,2,10,70,10,20,2,0,193.526481
insider,2,10,70,10,20.0,2.0,0.0,0.136222
fastmultrec_greedy,2,10,70,10,20.0,2.0,0.0,0.588644
lcamap,2,10,70,10,20.0,2.0,0.0,0.081577
segdup,2,10,70,15,30,2,0,109.823848
insider,2,10,70,15,30.0,2.0,0.0,0.135060
fastmultrec_greedy,2,10,70,15,30.0,2.0,0.0,0.597570
lcamap,2,10,70,15,30.0,2.0,0.0,0.085150
segdup,2,10,70,20,40,2,0,110.940734
insider,2,10,70,20,40.0,2.0,0.0,0.138685
fastmultrec_greedy,2,10,70,20,40.0,2.0,0.0,0.610365
lcamap,2,10,70,20,40.0,2.0,0.0,0.081771
segdup,2,10,70,25,50,2,0,109.875871
insider,2,10,70,25,50.0,2.0,0.0,0.135301
fastmultrec_greedy,2,10,70,25,50.0,2.0,0.0,0.583625
lcamap,2,10,70,25,50.0,2.0,0.0,0.082762
segdup,2,10,70,5,10,2,0,219.481561
insider,2,10,70,5,10.0,2.0,0.0,0.135533
fastmultrec_greedy,2,10,70,5,10.0,2.0,0.0,0.590194
lcamap,2,10,70,5,10.0,2.0,0.0,0.081380
segdup,2,11,70,10,20,2,0,134.400011
insider,2,11,70,10,20.0,2.0,0.0,0.080859
fastmultrec_greedy,2,11,70,10,20.0,2.0,0.0,0.326489
lcamap,2,11,70,10,20.0,2.0,0.0,0.045888
segdup,2,11,70,15,30,2,0,73.857878
insider,2,11,70,15,30.0,2.0,0.0,0.082026
fastmultrec_greedy,2,11,70,15,30.0,2.0,0.0,0.316369
lcamap,2,11,70,15,30.0,2.0,0.0,0.045835
segdup,2,11,70,20,40,2,0,71.366662
insider,2,11,70,20,40.0,2.0,0.0,0.082310
fastmultrec_greedy,2,11,70,20,40.0,2.0,0.0,0.319621
lcamap,2,11,70,20,40.0,2.0,0.0,0.046832
segdup,2,11,70,25,50,2,0,69.651575
insider,2,11,70,25,50.0,2.0,0.0,0.082301
fastmultrec_greedy,2,11,70,25,50.0,2.0,0.0,0.319021
lcamap,2,11,70,25,50.0,2.0,0.0,0.046409
segdup,2,11,70,5,10,2,0,151.149735
insider,2,11,70,5,10.0,2.0,0.0,0.080970
